,overall,verified,reviewerID,reviewerName,reviewText,summary,preprocessed_text,ResultadoHF,Sentiment,Score
3954,5.0,True,A3R1WX8HWGRS1E,Nicholas J. Sorensen,"Still a classic movie and fun to watch after all these years. Sure, there are some parts that are a little ""goofy"", but since we really haven't made first contact yet,(that we know of)we really don't know what to expect. Lets just hope they're as friendly as the ones in the movie !

A big thumbs up from me !!",A timeless classic !! Very entertaining and interesting to watch !,still classic movie fun watch years sure parts little goofy since really made first contact yet know really know expect lets hope friendly ones movie big thumbs," POSITIVE,  0.999496579170227", Positivo,  0.999496579170227
3955,4.0,True,A1RV16Q68UZTUT,Movie Expert Squared,Funny and fun!,Very enjoyable!,funny fun," POSITIVE,  0.999885082244873", Positivo,  0.999885082244873
3956,5.0,True,AAD4JSCYZLMXZ,steve wilson,funny and creepy lot's of fun to watch,great,funny creepy lot fun watch," POSITIVE,  0.9998674392700195", Positivo,  0.9998674392700195
3958,5.0,False,A3CHEO5RFRRL8D,P. Albay,love the movie worked great,Five Stars,love movie worked great," POSITIVE,  0.9998548030853271", Positivo,  0.9998548030853271
3959,5.0,True,A3GPVOLQINQN5U,jamie,I thought it said blu ray and dvd i only got blu ray o well i guess i love this movie!,... only got blu ray o well i guess i love this movie,thought said blu ray dvd got blu ray well guess love movie," POSITIVE,  0.9993552565574646", Positivo,  0.9993552565574646
3960,4.0,True,A3B7WF566HXAZB,Brice L. Korte Sr.,Over the years I lost my copy (maybe in Katrina).  A must for any Science Fiction fan.,Science Fiction Classic,years lost copy maybe katrina must science fiction fan," NEGATIVE,  0.9996756315231323", Negative,  0.9996756315231323
3963,5.0,True,A3PBIX62655PUR,Katie,Love it!!,Five Stars,love," POSITIVE,  0.9998821020126343", Positivo,  0.9998821020126343
3964,5.0,True,A369ZR9FHEFAQY,Liz,Awesome movie,Five Stars,awesome movie," POSITIVE,  0.9998670816421509", Positivo,  0.9998670816421509
3965,5.0,True,A1BCLII0RO61RJ,James Turner,Thank You,Five Stars,thank," POSITIVE,  0.9998352527618408", Positivo,  0.9998352527618408
3966,1.0,True,AZYFP71RVDD1I,Ike A. Smith,Stupid movie,One Star,stupid movie," NEGATIVE,  0.9997745156288147", Negative,  0.9997745156288147
3967,3.0,True,A14R5943S9SLXW,dante cervantes,"This movie has not aged well but its still fun, especially if you are watching it with someone who has never watched it. Definite Sunday afternoon wine and pop corn thing  to enjoy.","This movie has not aged well but its still fun, especially if you are watching it with someone ...",movie aged well still fun especially watching someone never watched definite sunday afternoon wine pop corn thing enjoy," POSITIVE,  0.9996140599250793", Positivo,  0.9996140599250793
3968,5.0,True,AEABXH5YM7LIL,Matthew,"Great black comedy horror film that seems to be forgotten. Entertaining story about a stoner who is so lazy that he loses control of his right hand and it starts killing people when it becomes possessed by a demon.

I think Devon Sawa is a great actor and wish he did more movies today.",Great black comedy horror film that seems to be forgotten,great black comedy horror film seems forgotten entertaining story stoner lazy loses control right hand starts killing people becomes possessed demon think devon sawa great actor wish movies today," NEGATIVE,  0.9781883955001831", Negative,  0.9781883955001831
3971,1.0,False,A1RJXO99BU5ZU5,Thunderhead22,"The idea of an ""everyman"" confronting aliens is a great plot device, but Spielberg's ham fisted direction sinks this project. It COULD have been a classic. I was rather taken with it back when it played first-run, but now I can see that the effects work of Doug Trumbull and the music of John Williams were what really kept this afloat initially. Also, this blu-ray looks grainier than the theatrical presentation.",Trumbull and Williams,idea everyman confronting aliens great plot device spielberg ham fisted direction sinks project could classic rather taken back played see effects work doug trumbull music john williams really kept afloat initially also looks grainier theatrical presentation," NEGATIVE,  0.9984369874000549", Negative,  0.9984369874000549
3975,3.0,True,A22RIYEUZF16KA,Paul Brians,"This item is clearly stated by Amazon to be the DVD-Audio of the SOUNDTRACK, yet almost all the reviews treat it as if it were a DVD of the MOVIE.",DVD-AUDIO?,item clearly stated amazon soundtrack yet almost reviews treat dvd movie," POSITIVE,  0.9037584066390991", Positivo,  0.9037584066390991
3982,4.0,True,A29IPLCBZ3LIGX,DMac,"Very good transfer to BD, although I think a little more attention to cleaning up the film a bit more would've made it even better.  Great movie, sound is good, and really fun to watch.",Close Encounters,good transfer bd although think little attention cleaning film bit would made even better great movie sound good really fun watch," POSITIVE,  0.9998051524162292", Positivo,  0.9998051524162292
3983,5.0,True,A131E9IR67XE4I,AWOL,"I loved this movie when it came out long ago.  I owned the VHS for 10+ years, and it finally broke, so I ordered the DVD.  This movie is one of my favorites to watch around Halloween because it's creepy and gory and HILARIOUS!",A classic to my generation,loved movie came long ago owned vhs years finally broke ordered dvd movie one favorites watch around halloween creepy gory hilarious," POSITIVE,  0.9997574687004089", Positivo,  0.9997574687004089
3984,5.0,True,A1CVDH11BK00HK,Amazon Customer,Great Condition,Five Stars,great condition," NEGATIVE,  0.6847195625305176", Negative,  0.6847195625305176
3985,4.0,True,AINH474WLP7KC,Jo Hughes,"This is a guilty pleasure movie for me.  Idle hands are the devil's plaything...so what happens when an idle hand gets loose?  It's worth a watch if you are into something campy and fun, and if you want to see young Jessica Alba, Seth Green, and Devon Sawa.","It's worth a watch if you are into something campy and fun, and if you want to see young Jessica ...",guilty pleasure movie idle hands devil plaything happens idle hand gets loose worth watch something campy fun want see young jessica alba seth green devon sawa," POSITIVE,  0.9992071986198425", Positivo,  0.9992071986198425
3986,5.0,True,A31E4CJ125XR9S,VALENWORTH,"Visually a great LBX transfer, but sound is not well-balanced and there are NO EXTRAS...",Beware,visually great lbx transfer sound extras," NEGATIVE,  0.9989608526229858", Negative,  0.9989608526229858
3987,4.0,True,A1T4I8QONUYWS6,charley starr 49,"great devon movie,  fun and kindasick",good weird story,great devon movie fun kindasick," POSITIVE,  0.9998506307601929", Positivo,  0.9998506307601929
3989,5.0,True,A47JUII09O9P3,AM,Funny. Remembered as a kid and had to watch it again. Glad I will have for my kids when they get older.,Great memories.,funny remembered kid watch glad kids get older," POSITIVE,  0.9997836947441101", Positivo,  0.9997836947441101
3990,5.0,True,A2FMKYQFZRHP6K,Denise McKinney,One of my favorite movies,Five Stars,one favorite movies," POSITIVE,  0.9997288584709167", Positivo,  0.9997288584709167
3995,5.0,True,A1XCS1H7KELJCG,TLT,awesome,Five Stars,awesome," POSITIVE,  0.9998682737350464", Positivo,  0.9998682737350464
3996,5.0,True,A27NQQXW2G3FEH,SamHain,"good movie, pretty funny... and umm.. . . Jessica Alba.",Five Stars,good movie pretty funny umm jessica alba," POSITIVE,  0.9998691082000732", Positivo,  0.9998691082000732
3997,5.0,True,AR151WEXPXN3L,VINCENT M. MARTIN,Love this movie. Have watched it so many times,Five Stars,love movie watched many times," POSITIVE,  0.9998780488967896", Positivo,  0.9998780488967896
3998,5.0,True,A2ZL176UG135R8,Mary Margaret Sanchez,Great movie,Five Stars,great movie," POSITIVE,  0.9998624324798584", Positivo,  0.9998624324798584
3999,5.0,True,A37CVB3YM5VBY8,orchid,"Okay-- it's an old movie-that doesn't mean it isn't funny and it's really quirky --- at the time- it was a ""new' concept--- Give it a try and you'll agree it's worth the watch. Halloween would be good..",Well- its a FUNNY HORROR Movie.,okay old mean funny really quirky new concept give try agree worth watch halloween would good," POSITIVE,  0.9885479211807251", Positivo,  0.9885479211807251
4002,5.0,True,A1ZMJYMCK9VKAW,KL2006,We just watched the director's cut of Close Encounters. I must say the picture quality for a thirty year old movie is excellent. We already own the regular DVD format for this movie and it was worth it to purchase it in Blu-ray.,Great HD Movie,watched director cut close encounters must say picture quality thirty year old movie excellent already regular dvd format movie worth purchase," POSITIVE,  0.9995437264442444", Positivo,  0.9995437264442444
4003,3.0,True,AZL5ZSHKSML81,CLO27,"It's a classic.  Just a little outdated.  Wasn't very exciting, but overall a pretty good movie.",Pretty Good,classic little outdated exciting overall pretty good movie," POSITIVE,  0.9996134638786316", Positivo,  0.9996134638786316
4005,5.0,True,A22DZ8IUMV3Y2E,Terri L. Benavides,As promised,Five Stars,promised," POSITIVE,  0.9822869896888733", Positivo,  0.9822869896888733
4006,5.0,True,A24WGDCSJFP8UK,M. Saenz,My childhood movie!,Five Stars,childhood movie," POSITIVE,  0.9994797110557556", Positivo,  0.9994797110557556
4007,2.0,True,A2FYL1SJHJQU7I,David B. Wallace,"Repeat ""title"" function is not available as is the case with alot of Blu ray dvds. My opinion is about the user convenience aspect of this release.",No Repeat Title capability,repeat title function available case alot blu ray dvds opinion user convenience aspect release," NEGATIVE,  0.9994717240333557", Negative,  0.9994717240333557
